"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor™ 488-A","BIM AF647-Alexa Fluor™ 647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","Time","SampleID"
250015,218186,87,381383,329199,89,3700.43,358.19,27102.5,24012,703.943,2527.56,3454.35,652.456,31210.2,932.059,1.01395,1
305370,278703,88,216128,193681,86,2650.98,-467.853,7944.93,22472.2,1929,2850.73,925.44,1017.71,15501.3,2390.43,1.02527,1
331005,303344,87,241958,216118,87,2721.5,-487.391,10302.6,29077.4,1314.57,1801.42,2118.72,1441.78,17564.7,733.862,1.02836,1
298036,278063,85,190892,172228,87,2392.65,-327.132,4404.62,9410.7,1299.3,701.189,1767.1,65.9047,16003.2,587.655,1.02939,1
242369,205079,87,420531,351497,89,2623.8,-3577.23,45727.2,32610.8,-531.342,1486.94,5649.8,161.672,32899.9,958.064,1.03248,1
234376,222945,85,154467,148853,83,1897.32,-611.444,4702.83,42072.6,-894.512,3848.4,1329.84,-396.739,15014.8,597.763,1.03351,1
369854,345572,91,237690,220369,87,8719.21,-662.436,11369.9,31706.1,3662.54,1097.52,189.861,265.213,17164.4,-255.74,1.03351,1
248400,230256,84,255580,231766,85,2768.16,-388.455,11512.4,39840.2,1007.61,6527.68,2632.15,200.309,19423.3,135.377,1.04071,1
250456,230588,86,188113,168773,84,1890.44,-748.729,7942.05,33016.7,307.675,3433.99,1120.39,-833.419,19012.8,2916.14,1.0438,1
346317,302875,93,334369,294923,92,3561.44,112.036,20219.6,47503.8,-53.1773,2854.5,2349.25,61.334,28953.7,64.5454,1.04483,1
238176,225214,82,131481,125936,80,1635.03,-821.484,2789.56,28603.3,-93.999,-985.792,985.855,190.344,9399.48,-48.3847,1.04586,1
258376,232849,85,234399,209495,86,1757,-531.784,8215.65,39653.6,-67.8885,6184.31,1476.66,1349.97,21056.4,1593.44,1.04689,1
291421,268085,88,191020,170731,87,2594.94,-120.515,5277.4,12532.2,640.192,2068.29,1051.62,787.367,17475.5,3132.27,1.0541,1
273012,258878,86,181639,170756,83,2782.27,421.206,4820.83,40545.3,1451,97.811,1309.76,501.651,12052,102.291,1.06645,1
391040,347154,92,377260,327822,92,3421.06,57.8622,13139.2,24862.1,964.95,6539.52,2752.68,-609.686,29422.9,587.634,1.10145,1
305956,282294,89,176280,158399,86,2615.49,-416.753,10275.4,23590.4,1450.16,2651.53,344.53,445.397,14494.7,-97.0616,1.10248,1
352327,320166,88,269010,234312,90,3126.02,-692.922,17661.3,47528.9,3661.78,6513.02,832.956,387.968,10218.5,387.887,1.10865,1
194318,184367,80,84111,80330,78,1257.1,-296.303,3282.75,20895.5,5449.86,6009.1,541.949,1.26297,14162.6,3750.51,1.11174,1
301686,282643,86,193147,181508,85,6220.76,-1005.46,9106.42,15635.7,2164.54,555.224,209.938,1250.92,11293.8,170.657,1.11998,1
294897,278853,83,237404,220618,85,3418.26,-2004.02,11639.4,16403.3,1414.93,1002.07,1546.74,614.688,16832.6,439.409,1.13851,1
394951,326647,96,261274,203422,95,5242.15,-1328.76,22277.7,75457,719.334,-627.928,1683.65,-26.3364,38468.1,820.95,1.15498,1
253130,220017,87,382431,325904,91,4888.5,-1000.02,30719.4,24985.8,2250.48,8825.67,2307.84,498.594,29211.6,34.3815,1.15806,1
290029,263969,89,214129,190168,99,2276.56,-1667.97,9215.54,77969.2,3300.2,8289.54,899.35,-284.745,21053,229.067,1.16115,1
260670,247296,84,139940,131328,82,3594.81,-851.995,5698.28,20636.6,876.795,9496.83,619.962,219.695,11298.3,2949.34,1.16115,1
334431,308231,89,241076,218419,89,3157.74,-354.135,19262,33187.5,1220.65,-222.254,1100.88,1483.19,20460.3,-524.688,1.16424,1
275020,237864,88,329791,284390,87,5800.75,-2145,20982.7,27301,-30.4775,1591.45,978.175,-896.879,27431.6,1108.8,1.16527,1
363771,330376,88,288502,259783,89,3641.29,-1008.25,20214.1,64090,-420.835,5778.53,1818.98,570.923,28887.5,473.04,1.17248,1
253010,234767,82,167010,153851,84,1834.97,260.098,4005.1,42670.5,-888.89,7950.87,973.147,696.958,5796.5,163.318,1.17762,1
312654,267415,89,240898,206525,91,2088.23,-947.825,7877.47,22079.3,1155.53,364.228,2154.75,488.414,17014.3,3817.16,1.17762,1
326344,289682,88,288188,243973,90,4645.46,-54.5903,14433.2,22627.7,910.309,5001.69,887.809,8.71954,20931.6,554.366,1.18071,1
380582,329088,95,293273,253051,93,6049.19,-2013.34,31548.4,34882.7,1589.82,644.565,1373.78,427.521,30547.3,-199.243,1.18586,1
255271,243295,84,143426,136423,82,1726.89,-374.8,2338.03,16284.9,1057.62,2662.36,286.9,527.742,9882.42,2233.95,1.19203,1
283422,267206,83,197279,184184,85,2528.56,-596.225,10100.5,10420.2,1116.71,1996.59,1404.55,281.91,17288.6,781.121,1.19512,1
222640,193808,86,413482,357116,90,3790.61,-1968.15,15572.9,33510.7,1716.36,2239.53,3112.89,-608.239,31511.2,1389.5,1.19718,1
313252,290480,85,270501,245396,86,4720.66,162.661,15990.2,38212.7,1469.59,-763.371,1477.67,935.387,22538.8,419.008,1.19821,1
287387,267837,87,233444,218643,86,3011.64,-1586.88,26327.8,36112,973.182,3014.12,1545.28,357.127,17723.4,-712.37,1.21983,1
354403,327803,89,240350,217037,87,3870.73,-1633.36,23098.5,24121.1,1028.7,1542.18,617.834,922.886,17731.2,103.974,1.22498,1
345172,304207,91,333681,293026,91,3657.71,612.183,13434.7,35814.5,1959.58,2403.68,1307.36,473.847,25735,144.663,1.2435,1
