"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor™ 488-A","BIM AF647-Alexa Fluor™ 647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","Time"
271353,249953,86,222244,197742,86,5054.55,165693,6408.14,16835.5,631.512,5025.17,1637.96,609478,44960,-51383.8,1.065
331935,298189,89,269913,237223,89,7741.49,172092,13417.3,47216,-878.328,3192.52,1007.25,347297,70953.5,-27952.4,1.0862
298927,265698,87,215722,180729,89,5370.73,170889,5379.41,22207.5,1006.95,6039.23,1786.75,614857,37180.6,-51855,1.11649
279928,262926,87,181568,169931,83,7513.96,185028,4525.14,38704,-2985.27,4701.46,2312.9,318853,90655.6,-24816.8,1.12557
350146,311399,91,314099,274356,91,6902.45,170371,20078.1,36464.8,1590.37,2293.09,1646.11,431747,58454.5,-36212.1,1.1397
389356,327558,92,292162,237103,94,7086.22,95358.7,3901.44,19885.1,2634.74,7988.53,2295.42,579803,16171.1,-48447.3,1.14273
214265,141016,92,389945,247616,96,7659.31,192528,17155.6,19476.8,1755.37,-276.055,4016.79,514490,48082.5,-42679,1.15989
370475,332317,88,304142,264946,89,8247.79,202006,5557.52,24410.6,2474.77,-1362.22,3328.59,848728,39980.8,-71941.2,1.171
319835,288219,89,264735,245167,87,8217.22,188257,7217.22,19659,2061.7,2621,2277.24,258133,39623.7,-21334.5,1.19422
289204,272130,84,249195,230339,84,6723.11,159918,7834.56,45599.8,1005.74,440.419,2113.9,569261,41892.1,-47960.4,1.20128
346808,319563,86,293163,272658,87,9541.92,137014,21204.7,32902.1,1292.36,6556.37,2535.84,394702,62001.7,-34562.6,1.20229
322219,290966,86,199771,178216,87,5852.9,158592,4519.76,36685.1,-293.773,4097.36,666.931,312797,46730.4,-24363.7,1.21542
264733,246754,85,210518,194556,86,5839.87,143788,6111.05,76280.5,-714.237,20858.2,1504.98,376595,54029.4,-29245.8,1.22854
378306,349583,88,318749,293932,90,11338.4,179258,20904.6,40593,882.077,6189.49,1831.56,236618,64250.6,-20164.3,1.23056
538435,431934,100,502253,381349,103,13858.5,311548,8396.09,12525.5,2499.6,1779.89,2990.44,381240,81919.9,-30733.4,1.23359
247182,228576,82,207359,194439,84,6587.79,170243,4022.6,54664.1,-1448.91,3455.74,3388.16,279227,53306.5,-17497.1,1.2346
199692,171292,82,226282,193787,83,7592.95,202493,9106.78,63442.6,970.909,4143.61,1919.32,313855,81295.8,-25844.5,1.24065
305962,273106,89,356461,314043,90,10364.9,158360,6919.54,22892.4,1231.58,4584.69,2063.01,257588,70815,-21820.1,1.25983
308575,280323,86,198018,178084,87,6095.09,151163,6423.72,40162.8,1265.2,7515.2,1305.31,517363,40431.2,-40964.3,1.26892
341847,310377,89,269822,246529,91,8778.64,229144,5536.52,30290.7,-300.14,-85.8448,2913.18,259271,53217.1,-21461.7,1.27296
386378,341340,95,282689,247671,90,10017.9,189503,10611.6,50201,-1557.59,-5225.95,4226.78,574164,88248.4,-47254.2,1.28103
306697,286759,90,159277,144188,85,5258.76,58247.4,11083.2,10171.6,3647.51,1908.36,1527.76,177287,12729.3,-9259.42,1.28204
339490,305813,91,352270,307961,91,7478.56,147763,10567.8,33244.2,858.289,8300.1,186.845,608405,49172.4,-51813.5,1.2881
311629,282258,86,297666,264954,89,6588.84,60216.2,11658.6,13977.4,2094.7,-288.205,1851.49,283269,15277.8,-21998.3,1.29012
314909,226427,94,247936,165015,99,7687.06,114607,8063.45,49157.7,157.789,1152.81,1511.97,220149,39764.7,-17892.3,1.29819
321996,297818,89,201679,183239,88,7847.54,184320,4730.55,39932.9,-1141.18,6732.81,2394.15,388599,75257.5,-30685,1.31233
377082,329654,91,301226,256856,92,7319.92,193591,13062.1,23189.6,-258.657,4691.23,1732.51,464901,54103.9,-38583.5,1.31838
212267,194499,85,236683,214855,87,6051.54,157002,6833.72,20879.2,1727.03,12998.4,2309.51,456627,31006.8,-34688.5,1.34766
254455,233678,83,283478,252070,86,5696.62,158244,6982.56,61072.6,-419.919,13356.6,3400.99,599519,50045.5,-49918.3,1.35977
240942,211880,82,441712,391416,89,5907.8,186547,14816.9,24108.6,2353.24,2821.25,4353.26,534755,50581.6,-45090.6,1.36381
277696,245679,92,309272,270693,86,6571.47,133212,3051.04,12550.7,2791.02,1714.04,1984.18,514260,9723.92,-42736.8,1.36381
342199,299904,89,390496,330159,92,9762.46,164960,24198,43598.5,2426.1,-19.6897,4125.5,568824,67882,-49395.8,1.37189
275525,252052,85,166707,153375,85,7177.82,172739,7619.09,44585.4,-1266.7,6254.38,2847.74,407556,54340,-30234.4,1.3739
306264,276188,89,263721,231753,89,5574.81,132765,4442.65,29435.5,795.214,9424.98,3833.95,506478,38450.7,-39393,1.37996
309107,267866,89,407056,341206,92,8224.52,63450.9,13296,45761.6,5540.61,3983.35,1117.33,398549,21689.2,-35040,1.38198
262625,243733,83,213974,195140,85,7685.96,177864,4207.82,30385.1,-3544.48,8.8383,2549.01,235269,87432.5,-15650.8,1.39712
234464,212310,84,322283,284790,87,6858.7,178682,12503.3,39017.1,2181.85,1787.67,1778.39,553456,38905,-46864.7,1.40621
338278,292637,95,285107,234390,92,5283.06,136457,3091.73,21140.8,4267.73,1191.78,1938.81,688789,24771.9,-58776.8,1.40722
204986,190663,81,138083,122280,81,5342.72,121423,6653.29,16129.1,4528.08,11035.9,464.416,232968,16139.4,-17784,1.40722
285516,269180,85,189670,160488,88,351.035,-382.951,13193.3,39209.6,930.854,5802.63,2031.79,-1106.32,13478.6,1011.26,1.41327
331193,310849,85,270322,243846,88,5900.75,154823,9025.92,34801.1,2008.47,10743,1595.02,480335,27568.4,-40933.9,1.41529
314451,292620,86,202171,187255,87,6700.73,121939,5127.66,93998.5,-1992.36,261.703,1117.44,165606,46530.1,-12464.1,1.42741
277588,253074,85,137384,123458,86,5177.48,150006,4684.79,12283.3,760.426,2991.89,3498.44,193547,61381.1,2909.72,1.42943
316649,280966,89,378395,324658,90,7257.86,202393,16166.4,12705.1,2339.38,2936.23,1623.23,955816,41560.6,-81701.6,1.45769
273961,248776,88,200935,180975,85,7390.16,178288,4097.33,56969.3,-1354.63,6007.69,2670.64,380609,51257.2,-28209.2,1.46375
212092,183144,91,359314,308154,88,6240.24,135341,16594.8,37317.9,2639.64,6116.49,2405.97,635351,40580.3,-53859.2,1.47788
420599,327092,97,619211,473289,101,17843.6,288396,19100.6,83753.1,2544.55,-653.224,6328.07,835983,85958.7,-70496,1.47788
332214,289492,90,328418,292502,90,4667.3,152258,5515.59,19635.3,2942,10040.2,-107.658,568669,28082.1,-48573.6,1.47788
316722,284237,88,341427,309179,88,8329.57,214876,14058.6,30361.3,1337.9,-2504.42,1201.9,877886,59014.1,-74957.5,1.49403
345542,311000,89,320297,275403,92,5718.43,170427,11665.6,30550.1,1688.82,2204.35,2528.55,836274,37085.4,-70820.1,1.50413
257359,234079,85,161709,144746,86,2426.98,114955,4591.06,18386.7,3467.56,8647.05,1165.14,545050,2922.24,-42773.1,1.50716
205108,175625,84,295880,261520,85,5244.9,42854.4,10544.4,27987.3,1167.94,9090.59,1584.13,481052,7874.97,-40898.4,1.52936
290464,270074,85,272584,250187,86,8266.03,138320,13446.2,33169.3,-1955.42,1967.09,2832.6,286419,50907.1,-21851.3,1.54754
349528,320910,89,302730,271176,89,10731.6,142402,15348.2,13508.7,1792.07,-1212.51,2685.36,328809,45932.3,-23230.8,1.54955
315171,292979,85,209217,186001,87,7269.22,140417,7869.74,34283.2,-318.423,6801.75,2380.45,564295,57582.9,-46816.1,1.55056
268136,247628,85,230998,214057,85,6772.56,164328,2848.59,18240.8,-2721.59,409.472,711.281,282011,91545.9,-21506.8,1.55157
305563,269228,101,228208,197775,101,6180.17,148513,5135.44,23115.5,-290.977,-590.085,3387.67,351137,57306.2,-29015,1.55359
317709,298106,86,263513,245098,87,6164.18,140687,10067.8,15859.6,1795.58,6343.22,1754.91,578144,29203.3,-48626.6,1.57782
256709,218547,88,178194,137321,90,8248.18,150844,4294.03,16402.7,-1952.37,6684.27,2674.24,121686,64800.9,-8966.31,1.59902
359866,315817,91,298329,260753,90,8504.39,130579,2933.63,11634.2,1053.36,14373.3,434.728,565582,37012.6,-46319.4,1.60911
215008,194112,85,216507,195083,94,7398.23,176175,8472.14,41324.5,-661.458,6085.75,1174.08,259842,50387.1,-21151.4,1.62527
287866,263438,90,209078,184725,85,7950.99,179431,3735.78,20769.2,-955.014,-3592.09,2836.29,374140,74691.3,-26702.8,1.65252
322950,293224,87,353447,318180,90,5445.87,114499,9557.39,21410.8,1343.71,3522.93,4787.71,322469,38525.9,-26223.9,1.68281
273023,252909,85,148488,139490,82,6182.46,186442,5614.83,22960.2,-565.671,26644.1,-317.5,119395,39069.3,-9142.03,1.68785
325743,293420,89,225947,196740,89,7206.61,161178,14406.8,38308.7,919.016,5610.28,1566.87,516387,49036.4,-43459.4,1.69492
323726,276518,92,213314,173933,90,6229.4,178155,2552.99,34354,275.853,29996.2,1155.62,430349,41322.1,-33440.1,1.71713
