"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","MCL,BAX AF488-Alexa Fluor    488-A","BIM AF647-Alexa Fluor    647-A","CD5 APC-CY7-APC-Cy7-A","CD19 BV421-Brilliant Violet 421-A","LD Aqua-Fixable Aqua-A","CD69 BV605-Brilliant Violet 605-A","Ki67_BV711-Brilliant Violet 711-A","Bcl-2 PE-R-PE-A","IgG Rb AF594-AF594-A","CXCR4 PE-CY7-PE-Cy7-A","SampleID","Time"
426602,382223,93,211012,185887,92,4583.22,143067,29910.7,11439.8,2771.83,6071.86,549.755,680618,51678.1,-604.779,76833.2,1.93661
283822,240334,89,251114,212069,88,2212.98,119829,7309.87,4023.05,2366.5,3713.06,2274.1,374717,33439.7,5933.84,104255,1.93661
350105,318082,89,166404,149452,88,1372.35,98996.2,5532.71,9281.27,2414.25,3656.56,2046.71,636964,37998.3,6036.93,100050,1.94596
351260,320779,88,143240,131595,87,1158.93,116041,7190.19,3305.75,1902.41,-1977.43,979.057,550692,32041.8,292.799,94234.9,1.9513
292641,270351,88,168641,155501,86,2331.63,95546.4,8973.77,11560.7,1975.4,3496.74,1277.65,377831,38996.3,5887.82,117499,1.98603
429261,392724,93,201401,183899,93,-783.31,145391,7666.62,31524.7,3226.3,3421.73,1851.6,689294,38023.2,-824.059,119559,1.99137
355975,328418,90,144707,126886,86,934.847,79041.7,12404.9,4232.26,3574.03,6954.11,1492.75,500638,23871.8,2325.95,33414.9,2.01274
339883,309588,90,112810,97891,86,2291.98,94326.6,8608.66,9377.97,1101.61,7051.32,1007.04,317111,25048.9,1307.53,89894.7,2.03678
377274,336477,96,174441,158734,88,1683.52,87664.3,11529,6221.73,3674.3,2841.27,31.353,497928,24946.7,8103.57,89687.8,2.04346
314160,294374,87,148379,136845,85,2470.29,111793,7760.95,8780.31,2143.98,12626.9,2131.73,392392,36817.3,5106.51,112498,2.05414
301587,271859,87,197375,176617,87,2682.19,102600,12729.7,4098.8,2335.16,2241.89,2820.26,445060,40807.5,3782.78,110905,2.05815
342127,311907,89,163040,150679,87,2685.56,103372,7893.27,3381.35,2124.22,-1089.03,1509.95,355031,30189.8,4101.25,85477,2.07952
388210,344469,93,259474,228339,92,3077.7,134856,12204.9,15962.8,1824.15,2621.33,614.399,463403,29474.6,1577.16,81011.8,2.0862
403605,364106,101,186732,162213,92,3792.15,148860,19522.3,13928.7,3763.32,292.871,2725.66,710760,57216.2,403.543,60864.6,2.10623
362812,340017,89,154139,143026,87,18.6994,108167,14780.5,3494.36,3434.44,-2180.87,1411.14,745945,44660.6,-771.773,95699.8,2.12493
329995,307568,90,145106,134502,86,1732.3,98109.7,14454.4,3056.95,1599.08,-635.076,1735.33,511460,38480.9,926.454,84249.4,2.12894
265085,243537,83,135835,124400,83,2831.17,96284.8,9307.51,8681.96,2435.98,3119.74,2453.39,266556,31766.9,3685.03,102666,2.13161
410889,357799,92,189464,162438,91,3191.18,123531,20046.4,3697.06,3265.91,10536.4,1170.54,700336,42011.5,-637.378,105444,2.15164
319917,278729,88,162453,141441,88,2715.62,88511.7,6438.51,9283.56,2528.18,7295.23,1259.96,538572,29327.3,5094.12,65117.9,2.15965
297564,273358,89,152801,142239,85,3522.38,81764.5,10412.8,3808.01,3398.03,16511.8,932.339,296163,31306,3824.03,61739.8,2.16633
216731,182857,85,258227,219772,88,2091.8,95904.8,11081.4,9155.21,2898.38,3104.42,2546.77,401791,33953.2,5870.58,97129.5,2.17835
366064,323113,99,217678,188977,90,4334.48,198205,12508.7,2937.77,3493.19,-1351.37,3949.25,569060,62883.7,3328.82,88152,2.17969
235866,195375,89,180939,158563,87,4661.42,123168,9882.84,8249.27,4893.27,7497.42,1605.98,312320,30688.6,2718.75,62284.3,2.18102
358451,323309,92,155017,136334,88,2748.34,121952,13576.1,13117.5,3760.13,8296.57,1116.61,371585,32738.9,1085.15,84682.4,2.18236
386867,352209,92,176034,157113,89,1488.35,95546,19475.2,3429.56,2871,9673.89,1209.48,554481,25627.9,1179.26,65220,2.18904
308502,284191,86,140882,130910,85,1486.37,71645.1,7197.48,3773.69,3722.5,1055.76,2792.85,442595,32825.7,2703.98,93093.8,2.19438
258748,238512,82,188123,164552,85,1962.59,68362.4,6589.91,31897.4,998.262,3078.24,1270.79,292080,23175.2,4066.1,61549.4,2.19438
387517,337018,90,353698,304681,94,2305.7,111372,8387.64,4112.4,2623.12,15403.4,-119.265,625474,41394.8,4766.22,66243.8,2.20774
312397,280767,87,210975,184226,89,1288.99,144293,13689.5,12544.9,2793.11,6374.97,1830.36,506082,42988.8,2553.1,99242.4,2.21842
336425,309529,91,128099,115425,87,3857.53,102945,8686.85,2728.93,2161.88,7018.75,1585.59,241162,34059.3,4312.01,89482.5,2.25048
381986,345534,91,164012,143354,90,1094.8,144779,11260.3,7675.26,3670.57,1415.68,1220.06,577625,32541.4,700.516,136694,2.25448
327551,302844,88,137647,130094,84,2240.54,88117.8,8410.55,4286.3,2149.47,2551.67,71.0775,345437,28114.6,2558.9,80403.5,2.29589
281164,247311,87,185313,163162,86,38.0225,97433.2,7913.53,10600.1,2626.71,8217.56,2021.01,613586,27111.7,2487.68,108845,2.3266
266925,237479,86,234190,210823,88,771.743,69362.2,12234.8,11959,1951.3,3782.34,1818.74,507316,21349,2870.37,79822.1,2.33595
439906,391240,96,324476,283304,94,2767.83,147557,25913.4,4449.43,4349.87,2557.97,1094.64,611554,64600.3,993.432,89926.9,2.38003
191877,142913,85,249304,195337,91,4673.83,148373,10477.5,47254,3373.22,5398.36,4514.52,421492,56267.1,6003.87,71012.5,2.43879
316504,273835,88,303478,265076,91,-1145.84,123444,28742.7,12156.2,3451.55,3760.64,3263.56,920460,40707.9,-1006.89,56153,2.43879
403954,355306,97,228344,197074,92,2792.78,139476,12664,14034.9,3383.88,3387.86,699.815,597826,39145.7,627.528,117417,2.45482
260890,224530,92,224441,197543,87,740.786,99534.8,8056.49,4267.9,3011.47,3334.64,2254.86,552743,32175.5,3001.99,68726.3,2.46684
399410,364843,92,196335,177175,90,4782.69,125045,8309.65,13141.7,3572.12,4258.54,378.093,357424,26831.2,2635.31,74879.3,2.46818
284169,271328,85,134419,127400,82,1955.88,70859.2,5917.11,9837.25,2067.58,9601.18,655.81,210579,25383.6,5465.88,110734,2.47619
343372,314741,92,136472,124294,87,2502.04,103329,10068.1,10613.8,1637.43,4379.26,1155.69,439007,27554.7,13568.6,82188,2.49489
343433,311402,89,143888,129712,88,1944.98,116671,9421.25,3426.23,3144.13,3460.8,1712.88,440653,32649.9,3538.52,61522.1,2.50023
248962,226588,85,176627,164689,84,-1550.32,51454.7,4357.14,7046.18,1697.63,8708.84,797.864,597847,11216.1,9247.19,69689.5,2.51092
368231,343789,89,158355,147039,87,1390.82,94521.4,13963.9,4152.6,2524.58,2147.5,1958.99,604709,40576.2,2444.24,94983.4,2.51225
375174,335613,94,183659,163833,89,1295.26,90782.7,6928.8,2658.56,2850.43,4382.24,674.63,445005,33400.2,2523.11,127909,2.53362
299694,280748,86,144442,132286,84,3783.29,128709,8768.3,3421.87,3427.48,198.466,666.229,347106,38257.3,2304.36,117663,2.54297
